13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,03,04,04,04,04,04,04,04,04,05,13,13,13,13
13,13,01,00,00,21,22,22,22,20,00,06,13,13,13,13
13,13,01,00,21,25,14,14,23,19,00,06,13,13,13,13
13,13,01,00,17,18,18,18,19,00,00,06,13,13,13,13
13,13,01,00,00,09,08,08,08,08,08,07,13,13,13,13
13,13,01,00,00,06,13,13,13,13,13,13,13,13,13,13
13,13,01,00,00,06,13,13,13,13,13,13,13,13,13,13
13,13,01,00,00,06,13,13,13,13,13,13,13,13,13,13
13,13,01,00,00,06,13,13,13,13,13,13,13,13,13,13
13,13,01,00,00,06,13,13,13,13,13,13,13,13,13,13
13,13,02,10,00,06,13,13,13,13,13,13,13,13,13,13
13,13,13,02,08,07,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

